sensor_id;sensor_type;location;lat;lon;timestamp;P1;durP1;ratioP1;P2;durP2;ratioP2
82312;SDS011;88882;67.55503520;33.43993600;2025-10-15T00:00:55;45.83;;;5.55;;
82312;SDS011;88882;67.55503520;33.43993600;2025-10-15T00:03:21;48.90;;;5.03;;
82312;SDS011;88882;67.55503520;33.43993600;2025-10-15T00:05:47;74.10;;;5.85;;
82312;SDS011;88882;67.55503520;33.43993600;2025-10-15T00:08:12;36.20;;;4.82;;
82312;SDS011;88882;67.55503520;33.43993600;2025-10-15T00:10:38;58.20;;;5.25;;
82312;SDS011;88882;67.55503520;33.43993600;2025-10-15T00:13:04;46.40;;;5.72;;
82312;SDS011;88882;67.55503520;33.43993600;2025-10-15T00:15:29;61.28;;;4.80;;
82312;SDS011;88882;67.55503520;33.43993600;2025-10-15T00:17:55;23.75;;;5.22;;
82312;SDS011;88882;67.55503520;33.43993600;2025-10-15T00:20:21;54.67;;;5.47;;
82312;SDS011;88882;67.55503520;33.43993600;2025-10-15T00:22:46;19.88;;;5.15;;
82312;SDS011;88882;67.55503520;33.43993600;2025-10-15T00:25:12;13.40;;;4.70;;
82312;SDS011;88882;67.55503520;33.43993600;2025-10-15T00:27:37;34.70;;;5.32;;
82312;SDS011;88882;67.55503520;33.43993600;2025-10-15T00:30:04;28.15;;;5.45;;
82312;SDS011;88882;67.55503520;33.43993600;2025-10-15T00:32:31;51.72;;;5.47;;
82312;SDS011;88882;67.55503520;33.43993600;2025-10-15T00:34:57;39.13;;;5.00;;
82312;SDS011;88882;67.55503520;33.43993600;2025-10-15T00:37:24;37.88;;;4.97;;
82312;SDS011;88882;67.55503520;33.43993600;2025-10-15T00:39:49;21.55;;;4.60;;
82312;SDS011;88882;67.55503520;33.43993600;2025-10-15T00:42:15;19.63;;;4.82;;
82312;SDS011;88882;67.55503520;33.43993600;2025-10-15T00:44:40;24.45;;;5.65;;
82312;SDS011;88882;67.55503520;33.43993600;2025-10-15T00:47:06;25.48;;;5.55;;
82312;SDS011;88882;67.55503520;33.43993600;2025-10-15T00:49:31;30.92;;;4.60;;
82312;SDS011;88882;67.55503520;33.43993600;2025-10-15T00:51:57;55.67;;;5.63;;
82312;SDS011;88882;67.55503520;33.43993600;2025-10-15T00:54:23;25.20;;;5.45;;
82312;SDS011;88882;67.55503520;33.43993600;2025-10-15T00:56:48;33.83;;;5.78;;
82312;SDS011;88882;67.55503520;33.43993600;2025-10-15T00:59:14;66.50;;;6.00;;
82312;SDS011;88882;67.55503520;33.43993600;2025-10-15T01:01:39;12.25;;;5.32;;
82312;SDS011;88882;67.55503520;33.43993600;2025-10-15T01:04:05;51.65;;;6.43;;
82312;SDS011;88882;67.55503520;33.43993600;2025-10-15T01:06:31;27.52;;;5.25;;
82312;SDS011;88882;67.55503520;33.43993600;2025-10-15T01:08:56;17.23;;;4.70;;
82312;SDS011;88882;67.55503520;33.43993600;2025-10-15T01:11:22;15.13;;;5.10;;
82312;SDS011;88882;67.55503520;33.43993600;2025-10-15T01:13:47;65.60;;;6.60;;
