sensor_id;sensor_type;location;lat;lon;timestamp;P1;durP1;ratioP1;P2;durP2;ratioP2
82312;SDS011;72132;56.88696100;60.61518900;2024-07-11T00:00:51;2.60;;;1.73;;
82312;SDS011;72132;56.88696100;60.61518900;2024-07-11T00:03:16;5.05;;;1.27;;
82312;SDS011;72132;56.88696100;60.61518900;2024-07-11T00:05:42;4.20;;;1.63;;
82312;SDS011;72132;56.88696100;60.61518900;2024-07-11T00:08:07;2.50;;;1.30;;
82312;SDS011;72132;56.88696100;60.61518900;2024-07-11T00:10:33;2.97;;;1.70;;
82312;SDS011;72132;56.88696100;60.61518900;2024-07-11T00:12:58;6.10;;;1.52;;
82312;SDS011;72132;56.88696100;60.61518900;2024-07-11T00:15:24;5.20;;;1.38;;
82312;SDS011;72132;56.88696100;60.61518900;2024-07-11T00:17:52;2.70;;;1.15;;
82312;SDS011;72132;56.88696100;60.61518900;2024-07-11T00:20:18;6.65;;;1.30;;
82312;SDS011;72132;56.88696100;60.61518900;2024-07-11T00:22:43;1.95;;;1.15;;
82312;SDS011;72132;56.88696100;60.61518900;2024-07-11T00:25:09;3.95;;;1.10;;
82312;SDS011;72132;56.88696100;60.61518900;2024-07-11T00:27:34;6.85;;;1.35;;
82312;SDS011;72132;56.88696100;60.61518900;2024-07-11T00:30:00;4.43;;;1.23;;
82312;SDS011;72132;56.88696100;60.61518900;2024-07-11T00:32:25;2.97;;;1.33;;
82312;SDS011;72132;56.88696100;60.61518900;2024-07-11T00:34:50;2.47;;;1.00;;
82312;SDS011;72132;56.88696100;60.61518900;2024-07-11T00:37:16;2.70;;;1.10;;
82312;SDS011;72132;56.88696100;60.61518900;2024-07-11T00:39:41;3.38;;;1.02;;
82312;SDS011;72132;56.88696100;60.61518900;2024-07-11T00:42:07;5.88;;;1.25;;
82312;SDS011;72132;56.88696100;60.61518900;2024-07-11T00:44:32;3.28;;;1.50;;
82312;SDS011;72132;56.88696100;60.61518900;2024-07-11T00:46:58;5.53;;;1.27;;
82312;SDS011;72132;56.88696100;60.61518900;2024-07-11T00:49:23;2.78;;;1.30;;
82312;SDS011;72132;56.88696100;60.61518900;2024-07-11T00:51:49;3.63;;;1.15;;
82312;SDS011;72132;56.88696100;60.61518900;2024-07-11T00:54:14;2.88;;;1.17;;
82312;SDS011;72132;56.88696100;60.61518900;2024-07-11T00:56:40;2.30;;;1.10;;
82312;SDS011;72132;56.88696100;60.61518900;2024-07-11T00:59:05;6.38;;;1.40;;
82312;SDS011;72132;56.88696100;60.61518900;2024-07-11T01:01:31;2.40;;;0.82;;
82312;SDS011;72132;56.88696100;60.61518900;2024-07-11T01:03:57;4.95;;;1.45;;
82312;SDS011;72132;56.88696100;60.61518900;2024-07-11T01:06:22;3.38;;;1.38;;
82312;SDS011;72132;56.88696100;60.61518900;2024-07-11T01:08:48;2.30;;;1.30;;
